"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"2025",111345257,"2022/04/10 2:40 PM UTC","2022-04-10","2022-04-10 14:40:00 UTC","UTC",2015364,"jey42","","2022-04-13 20:24:23 UTC","2022-04-14 01:31:31 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/111345257","https://inaturalist-open-data.s3.amazonaws.com/photos/187954175/medium.jpeg",NA,"","",1,0,"false",NA,"Nanaimo, BC, Canada",49.3156466667,-124.5547466667,NA,"",NA,NA,NA,"","open","false","","","","Nanaimo","British Columbia","Canada","British Columbia","Nanaimo","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Medium (can wrap arms around trunk)","Other","Other","Medium (moderately used trails, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No","This is the first time I have seen this tree","20","Yes","","In a park, near the parking lot, washroom block, and converging well used trails. On flat ground but close to a steep river gorge. I didn't notice any unhealthy trees in the park.",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2026",111975728,"Sat Apr 16 2022 14:42:41 GMT-0700 (PDT)","2022-04-16","2022-04-16 21:42:41 UTC","Pacific Time (US & Canada)",5193672,"annenewcomb","","2022-04-18 21:39:23 UTC","2022-04-19 13:50:19 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/111975728","https://inaturalist-open-data.s3.amazonaws.com/photos/189095645/medium.jpg",NA,"","",2,0,"false",3,"246th Pl SE, Issaquah, WA, US",47.4518953544,-122.0120884014,5,"",NA,NA,5,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"No","No selection","Large (too big to wrap arms around trunk)","Rural","Forest edge","Medium (moderately used trails, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","No","No selection","9","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"2027",112341407,"2022-04-21 17:56:05","2022-04-21","2022-04-22 00:56:05 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-22 01:36:39 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/112341407","https://static.inaturalist.org/photos/189755108/medium.jpeg",NA,"","",1,0,"false",2,"Terrace, BC V8G 5L7, Canada",54.5261934,-128.6483023,7,"",NA,NA,7,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",80,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2028",112341782,"2022-04-21 18:00:49","2022-04-21","2022-04-22 01:00:49 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-22 01:41:17 UTC","2023-05-12 18:43:54 UTC","needs_id","","https://www.inaturalist.org/observations/112341782","https://static.inaturalist.org/photos/189755837/medium.jpeg",NA,"","~17 young cedars in 20m diameter area
DOB ~1.5m avg
2 firs
4-5 small red alder",0,0,"false",2,"Terrace, BC V8G 0C6, Canada",54.52525435,-128.64893642,8,"",NA,NA,8,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","Western red cedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",85,"No","No selection","Medium (can wrap arms around trunk)","No Selection","No Selection","No Selection","Seasonally flooded area","Tree has access to water year round (watered in summer or near permanent water source)","Floodplain or valley bottom","No selection","No selection","","No Selection","","",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2029",112341881,"2022-04-21 18:14:45","2022-04-21","2022-04-22 01:14:45 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-22 01:42:41 UTC","2023-05-12 18:43:54 UTC","needs_id","","https://www.inaturalist.org/observations/112341881","https://static.inaturalist.org/photos/189756071/medium.jpeg",NA,"","",0,0,"false",2,"Kitimat-Stikine, CA-BC, CA",54.52456628,-128.65036066,11,"",NA,NA,11,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","Western red cedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2030",112342946,"2022-04-21 18:52:47","2022-04-21","2022-04-22 01:52:47 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-22 01:56:09 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/112342946","https://static.inaturalist.org/photos/189757938/medium.jpeg",NA,"","",1,0,"false",2,"Terrace, BC V8G 0C6, Canada",54.52518537,-128.64360953,9,"",NA,NA,9,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",20,"Not sure","No selection","Medium (can wrap arms around trunk)","Other","Forest edge","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","Summit of hill or mountain","No selection","No selection","","Yes","","",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2031",112447904,"Fri Apr 22 2022 15:15:16 GMT-0700 (PDT)","2022-04-22","2022-04-22 22:15:16 UTC","Pacific Time (US & Canada)",5193672,"annenewcomb","","2022-04-22 22:26:14 UTC","2022-04-23 15:04:45 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112447904","https://inaturalist-open-data.s3.amazonaws.com/photos/189928183/medium.jpg",NA,"","",1,0,"false",3,"Tradition Plateau Nrca, Issaquah, WA, US",47.5257976726,-121.9949862176,5,"",NA,NA,5,"","open","false","","","Issaquah City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","Not Sure","tree is dead",100,"More than 10",50,"Not sure","No selection","Small (can wrap hands around trunk)","Rural","Inside a forest canopy","Low - fairly natural, not much development","No Selection","Tree does not typically have access to water in summer","Lower slope","Not sure","No selection","","Yes","","There are many dead smallish cedars here",100,"No",1,"Small","Unhealthy","Tree is Dead","Dead","No","No"
"2032",112449352,"Fri Apr 22 2022 15:31:15 GMT-0700 (PDT)","2022-04-22","2022-04-22 22:31:15 UTC","Pacific Time (US & Canada)",5193672,"annenewcomb","","2022-04-22 22:39:52 UTC","2022-04-23 15:04:44 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112449352","https://inaturalist-open-data.s3.amazonaws.com/photos/189930915/medium.jpg",NA,"","",1,0,"false",3,"Tradition Plateau Nrca, Issaquah, WA, US",47.5261717989,-121.9950771612,5,"",NA,NA,5,"","open","false","","","Issaquah City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","This is the same area and is the location we have the soil samples hike scheduled to if it helps with your research",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2033",112451060,"Fri Apr 22 2022 15:51:42 GMT-0700 (PDT)","2022-04-22","2022-04-22 22:51:42 UTC","Pacific Time (US & Canada)",5193672,"annenewcomb","","2022-04-22 22:55:06 UTC","2022-04-23 15:04:43 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112451060","https://inaturalist-open-data.s3.amazonaws.com/photos/189933790/medium.jpg",NA,"","",1,0,"false",3,"Tradition Plateau Nrca, Issaquah, WA, US",47.5270459475,-121.9998904691,5,"",NA,NA,5,"","open","false","","","Issaquah City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Not Sure","tree is dead",100,"7-10",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",100,"No",1,"No Selection","Healthy","Healthy","Healthy","No","No"
"2034",112530047,"2022-04-23 08:57:16-07:00","2022-04-23","2022-04-23 15:57:16 UTC","Pacific Time (US & Canada)",5551360,"johndeu","John Deutscher","2022-04-23 16:04:11 UTC","2022-05-01 00:41:33 UTC","research","","https://www.inaturalist.org/observations/112530047","https://static.inaturalist.org/photos/190074193/medium.jpg",NA,"","Healthy western red cedar
",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5283313622,-122.0212449697,8,"",NA,NA,8,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","Large (too big to wrap arms around trunk)","Other","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","Tree has access to water year round (watered in summer or near permanent water source)","Area is flat (e.g. field)","Yes (please identify other species in notes)","This is the first time I have seen this tree","10","Yes","","Noted on hike with issaquah alps",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"2035",112530793,"2022-04-23 09:02:12-07:00","2022-04-23","2022-04-23 16:02:12 UTC","Pacific Time (US & Canada)",5550386,"janetmoz","","2022-04-23 16:08:54 UTC","2022-05-01 00:41:32 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112530793","https://inaturalist-open-data.s3.amazonaws.com/photos/190075223/medium.jpg",NA,"","",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5282883333,-122.0211638333,4,"",NA,NA,4,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"4-6",45,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","Area is flat (e.g. field)","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2036",112531114,"2022-04-23 09:07:25-07:00","2022-04-23","2022-04-23 16:07:25 UTC","Pacific Time (US & Canada)",5551360,"johndeu","John Deutscher","2022-04-23 16:11:02 UTC","2022-05-01 00:41:32 UTC","research","","https://www.inaturalist.org/observations/112531114","https://static.inaturalist.org/photos/190075857/medium.jpg",NA,"","Dead western 
",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5283745058,-122.0212274424,8,"",NA,NA,8,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","No","tree is dead",100,"2-3",50,"Not sure","No selection","Small (can wrap hands around trunk)","Suburban","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","Tree has access to water year round (watered in summer or near permanent water source)","Area is flat (e.g. field)","Not sure","No selection","10","Yes","","On issaquah alps hike",100,"No",1,"Small","Unhealthy","Tree is Dead","Dead","No","No"
"2037",112531326,"2022-04-23 09:09:51-07:00","2022-04-23","2022-04-23 16:09:51 UTC","Pacific Time (US & Canada)",5550386,"janetmoz","","2022-04-23 16:12:20 UTC","2022-05-01 00:41:32 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112531326","https://inaturalist-open-data.s3.amazonaws.com/photos/190076112/medium.jpg",NA,"","",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5284570146,-122.0209750273,4,"",NA,NA,4,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"4-6",45,"Not sure","No selection","Medium (can wrap arms around trunk)","Suburban","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2038",112531349,"2022-04-23 09:07:22","2022-04-23","2022-04-23 16:07:22 UTC","Pacific Time (US & Canada)",5550513,"maya366","Maya Keselman","2022-04-23 16:12:31 UTC","2022-05-01 00:41:31 UTC","research","","https://www.inaturalist.org/observations/112531349","https://static.inaturalist.org/photos/190076132/medium.jpeg",NA,"","",1,0,"false",2,"Issaquah, WA 98027, USA",47.5282916667,-122.0210916667,NA,"",NA,NA,NA,"","open","false","gps","gps","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Old Dead Top (needles already gone)","No selection","60-99% of the canopy is unhealthy",60,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",60,"No",0.6,"No Selection","Unhealthy","Dead Top","Unhealthy","Yes","No"
"2039",112531476,"Sat Apr 23 2022 09:00:22 GMT-0700 (PDT)","2022-04-23","2022-04-23 16:00:22 UTC","Pacific Time (US & Canada)",5193672,"annenewcomb","","2022-04-23 16:13:18 UTC","2022-05-01 00:41:35 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/112531476","https://inaturalist-open-data.s3.amazonaws.com/photos/190076388/medium.jpg",NA,"","",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5284746848,-122.021088889,5,"",NA,NA,5,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2040",112538847,"2022-04-23 09:58:02-07:00","2022-04-23","2022-04-23 16:58:02 UTC","Pacific Time (US & Canada)",5551360,"johndeu","John Deutscher","2022-04-23 17:00:56 UTC","2022-05-25 20:47:53 UTC","research","","https://www.inaturalist.org/observations/112538847","https://static.inaturalist.org/photos/193219771/medium.jpg",NA,"","",1,0,"false",3,"West Tiger Mountain Nrca, Issaquah, WA, US",47.5203665521,-122.0095601058,6,"",NA,NA,6,"","open","false","","","","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Old Dead Top (needles already gone)","Not Sure","30-59% of the canopy is unhealthy",30,"2-3",50,"Not sure","Evidence of soil compaction","Small (can wrap hands around trunk)","Suburban","Inside a forest canopy","Medium (moderately used trails, etc)","Upland or well drained","Tree has access to water year round (watered in summer or near permanent water source)","Lower slope","No selection","No selection","5","Yes","","",30,"No",0.3,"Small","Unhealthy","Dead Top","Unhealthy","Yes","No"
"2041",112786608,"2022-04-24 18:26:50","2022-04-24","2022-04-25 01:26:50 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-25 02:59:42 UTC","2023-05-12 18:43:54 UTC","needs_id","","https://www.inaturalist.org/observations/112786608","https://static.inaturalist.org/photos/190529556/medium.jpeg",NA,"","",0,0,"false",2,"Kitimat-Stikine, CA-BC, CA",54.44327564,-128.76030594,8,"",NA,NA,8,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2042",112882673,"2022-04-23 15:35:10","2022-04-23","2022-04-23 22:35:10 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-25 20:24:40 UTC","2022-09-30 23:17:07 UTC","research","","https://www.inaturalist.org/observations/112882673","https://static.inaturalist.org/photos/190702902/medium.jpeg",NA,"","",1,0,"false",2,"La Center, WA, USA",45.8619361111,-122.6703527778,NA,"",NA,NA,NA,"","open","false","gps","gps","","Clark","Washington","United States","Washington","Clark","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Maybe","Healthy, no dieback(0%)",0,"0",NA,"No","","Medium (can wrap arms around trunk)","Urban","Roadside","","","","","","","","","","With about ten other smaller red cedar in a line. Growth likely stunted by lack of room",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2043",112989267,"2022-04-24 18:33:26","2022-04-24","2022-04-25 01:33:26 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-26 17:23:51 UTC","2023-05-12 18:43:54 UTC","needs_id","","https://www.inaturalist.org/observations/112989267","https://static.inaturalist.org/photos/190896301/medium.jpeg",NA,"","",0,0,"false",2,"Kitwanga, BC V0J 2A0, Canada",54.44268704,-128.76013548,9,"",NA,NA,9,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2044",112989936,"2022-04-24 19:24:22","2022-04-24","2022-04-25 02:24:22 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-26 17:29:47 UTC","2023-05-12 18:43:54 UTC","needs_id","","https://www.inaturalist.org/observations/112989936","https://static.inaturalist.org/photos/190897399/medium.jpeg",NA,"","",0,0,"false",2,"Terrace, BC V8G 0G3, Canada",54.44273972,-128.76159592,5,"",NA,NA,5,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2045",113143289,"2022-04-27 14:30:16","2022-04-27","2022-04-27 21:30:16 UTC","Pacific Time (US & Canada)",3194356,"dominicmoceri","Dominic Moceri","2022-04-27 21:32:12 UTC","2022-10-12 15:42:33 UTC","research","","https://www.inaturalist.org/observations/113143289","https://static.inaturalist.org/photos/191165719/medium.jpeg",NA,"","Many healthy, some thinning at tops possibly due to wind.",1,0,"false",2,"Edgemoor, Bellingham, WA, USA",48.6931290838,-122.5082015991,9,"",NA,NA,9,"","open","false","gps","gps","","Whatcom","Washington","United States","Washington","Whatcom","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2046",113310429,"2022-04-28 18:18:39","2022-04-28","2022-04-29 01:18:39 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-29 03:24:57 UTC","2023-07-24 21:57:54 UTC","needs_id","","https://www.inaturalist.org/observations/113310429","https://static.inaturalist.org/photos/191461552/medium.jpeg",NA,"","Tree layer ~30% Cwr 65% Hw 5% Fir
Danger tree over trail 🚩🚩
Healthy green canopy ~90% coverage
Cwr ~1.2m DOB
Thick O layer
Damp, dark soil",0,0,"false",2,"Kitimat-Stikine, CA-BC, CA",54.42084482,-128.61279043,4,"",NA,NA,4,"","","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","","Cedrus","Cedars","Plantae",69821,"Tree is dead","Not Sure","tree is dead",100,"1",0,"No","Other (please describe in Notes)","No selection","Other","Inside a forest canopy","Low - fairly natural, not much development","Upland or well drained","Other (please describe in Notes)","Top of slope","No","Not sure","15","Yes","","",100,"No",1,"No Selection","Unhealthy","Tree is Dead","Dead","No","No"
"2047",113310510,"2022-04-28 18:33:27","2022-04-28","2022-04-29 01:33:27 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-29 03:25:57 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/113310510","https://static.inaturalist.org/photos/191664269/medium.jpeg",NA,"","",1,0,"false",2,"Kitimat-Stikine, CA-BC, CA",54.41978326,-128.61486544,10,"",NA,NA,10,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2048",113447048,"2022-04-28 19:06:43","2022-04-28","2022-04-29 02:06:43 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-29 16:05:02 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/113447048","https://static.inaturalist.org/photos/191665864/medium.jpeg",NA,"","",1,0,"false",2,"Terrace, BC V8G 0E9, Canada",54.4783446,-128.5690972,3500,"",NA,NA,3500,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2049",113447516,"2022-04-28 19:48:30","2022-04-28","2022-04-29 02:48:30 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-04-29 16:06:23 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/113447516","https://static.inaturalist.org/photos/191666642/medium.jpeg",NA,"","",1,0,"false",2,"Kitimat-Stikine, CA-BC, CA",54.42519628,-128.60710077,15,"",NA,NA,15,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","1-29% of the canopy is unhealthy",1,"0",NA,"Yes (please elaborate in Notes, add Picture if possible)","","","","","","","","","","","","","","evident rot associated with possible wound towards root",1,"No",0.01,"","Healthy","Healthy","Healthy","No","No"
"2050",113486211,"2022-04-29 10:54:14","2022-04-29","2022-04-29 17:54:14 UTC","Pacific Time (US & Canada)",3194356,"dominicmoceri","Dominic Moceri","2022-04-29 17:56:33 UTC","2022-10-12 15:55:26 UTC","research","","https://www.inaturalist.org/observations/113486211","https://static.inaturalist.org/photos/191726537/medium.jpeg",NA,"","Group of healthy.",2,0,"false",2,"Marysville, WA 98270, USA",48.0841089956,-122.1877929568,9,"",NA,NA,9,"","open","false","","","","Snohomish","Washington","United States","Washington","Snohomish","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2051",113502090,"2022-04-29 11:38:54-07:00","2022-04-29","2022-04-29 18:38:54 UTC","Pacific Time (US & Canada)",4438793,"atompyrite","","2022-04-29 18:40:28 UTC","2022-05-10 16:13:04 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/113502090","https://inaturalist-open-data.s3.amazonaws.com/photos/191751211/medium.jpg",NA,"","",2,0,"false",3,"Lair Hill Park, Portland, OR, US",45.5019507325,-122.6800267586,5,"",NA,NA,5,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",0,"Not sure","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Upland or well drained","Not sure","Area is flat (e.g. field)","No selection","No selection","","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"2052",113553976,"2022-04-27 17:09:53","2022-04-27","2022-04-28 00:09:53 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-29 20:54:01 UTC","2022-05-15 21:56:46 UTC","casual","","https://www.inaturalist.org/observations/113553976","https://static.inaturalist.org/photos/191834874/medium.jpeg",NA,"","Very healthy. Surrounded by other species of tree",0,0,"true",2,"Hayhurst, Portland, OR, USA",45.4868861111,-122.73335,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"Not sure","","Medium (can wrap arms around trunk)","Urban","Roadside","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","","","","","","","","","In the Dutch Bros parking lot. Very healthy and the only redcedar in the area.",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2053",113554534,"2022-04-27 17:19:38","2022-04-27","2022-04-28 00:19:38 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-29 20:55:28 UTC","2022-05-15 21:50:37 UTC","research","","https://www.inaturalist.org/observations/113554534","https://static.inaturalist.org/photos/191835716/medium.jpeg",NA,"","Thinner. In the yard of a house",1,0,"false",2,"SW Garden Home & 45th, Portland, OR 97219, USA",45.4659055556,-122.72325,NA,"",NA,NA,NA,"","open","false","","","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","No selection","30-59% of the canopy is unhealthy",30,"4-6",100,"Not sure","","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","","","","","","","","","","All the redcedar in this yard were thinner. The surrounding Douglas firs seemed fine with the conditions",30,"No",0.3,"Large","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
