,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field.tree.canopy.symptoms,field.optional...did.the.tree.have.heat.damage,field.percent.canopy.affected....,field.dieback.percent,field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,field.optional...what..other.factors..were.observed.,field.optional...tree.size,field.optional...site.type,field.optional...site.location.description,field.optional...site.area.disturbance.level,field.optional...site.hydrology,field.optional...access.to.water,field.optional...slope.position,field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,field.optional...timing.of.symptoms.estimate,field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,field.optional...can.we.follow.up.with.you.,field.notes,binary.tree.canopy.symptoms,reclassified.tree.canopy.symptoms,period-all-dist,period-all-nfeat-id,period-all-nfeat-period,period-eph-dist,period-eph-nfeat-id,period-eph-nfeat-period,period-int-dist,period-int-nfeat-id,period-int-nfeat-period,period-min-eph-dist,period-min-eph-nfeat-id,period-min-eph-nfeat-period,period-min-int-dist,period-min-int-nfeat-id,period-min-int-nfeat-period,period-per-dist,period-per-nfeat-id,period-per-nfeat-period,period-unk-dist,period-unk-nfeat-id,period-unk-nfeat-period
1275,100831166,Thu Nov 04 2021 14:40:33 GMT-0700 (PDT),2021-11-04,2021-11-04 21:40:33 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-11-11 05:39:28 UTC,2021-11-11 07:18:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100831166,https://inaturalist-open-data.s3.amazonaws.com/photos/168330386/medium.jpg,NA,,,1,0,false,3,"Discovery Park, Seattle, WA, US",47.66317,-122.421045,51,,NA,NA,51,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,180,No Selection,,Healthy,Healthy,376.7662274680753,line:166407604,Perennial,79214.3963903199,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,692.4406481042603,line:155179979,Intermittent,376.7662274680753,line:166407604,Perennial,376.7662274680753,line:166407604,Perennial,376.7662274680753,line:166407604,Perennial,31008.92861588565,line:165399070,Unknown
1276,100844967,Wed Nov 10 2021 09:31:16 GMT-0800 (PST),2021-11-10,2021-11-10 09:31:16 UTC,UTC,4230019,tracys29,Tracy S.,2021-11-11 11:28:27 UTC,2021-12-10 21:59:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100844967,https://inaturalist-open-data.s3.amazonaws.com/photos/168353731/medium.jpg,NA,,,1,0,false,3,"13th Ave S, Des Moines, WA, US",47.381775,-122.3172216667,4,,NA,NA,4,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,451.78343276385976,line:155182444,Intermittent,64456.22617092019,line:{4FE2257A-6DD5-4393-A329-A5897F814E88},Ephemeral,451.78343276385976,line:155182444,Intermittent,451.78343276385976,line:155182444,Intermittent,451.78343276385976,line:155182444,Intermittent,651.846610962691,line:{A7A41196-CD72-4AD5-AC86-7A6418C81E56},Perennial,3656.770745017228,line:165399070,Unknown
1277,100845021,Wed Nov 10 2021 09:32:41 GMT-0800 (PST),2021-11-10,2021-11-10 09:32:41 UTC,UTC,4230019,tracys29,Tracy S.,2021-11-11 11:29:34 UTC,2021-12-10 21:59:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100845021,https://inaturalist-open-data.s3.amazonaws.com/photos/168353830/medium.jpg,NA,,,1,0,false,3,"13th Ave S, Des Moines, WA, US",47.3818466667,-122.31723,5,,NA,NA,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Small (can wrap hands around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,453.0879464497364,line:155182444,Intermittent,64457.03303995477,line:{4FE2257A-6DD5-4393-A329-A5897F814E88},Ephemeral,453.0879464497364,line:155182444,Intermittent,453.0879464497364,line:155182444,Intermittent,453.0879464497364,line:155182444,Intermittent,652.7197356890342,line:{A7A41196-CD72-4AD5-AC86-7A6418C81E56},Perennial,3652.5375577987143,line:165399070,Unknown
1278,100891304,2021-11-11 15:53:01,2021-11-11,2021-11-11 23:53:01 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-11-12 00:32:00 UTC,2021-11-12 17:26:07 UTC,research,,https://www.inaturalist.org/observations/100891304,https://static.inaturalist.org/photos/168439037/medium.jpeg,NA,,Healthy cluster. ,1,0,false,2,"Deming, WA 98244, USA",48.7880451496,-122.1913646534,29,,NA,NA,29,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,119.188711629986,line:128829962,Perennial,38355.05433441989,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,198.90708023325615,line:{948D728D-789B-4DB4-B0A1-396D1FA91140},Intermittent,119.188711629986,line:128829962,Perennial,119.188711629986,line:128829962,Perennial,119.188711629986,line:128829962,Perennial,23841.505791583328,line:81214FA4-4B7B-4BA4-93FF-EEF0F445185A,Unknown
1279,100950137,2021-11-12 11:16:48,2021-11-12,2021-11-12 19:16:48 UTC,Pacific Time (US & Canada),5205927,molly460,Molly McCormack,2021-11-12 20:01:46 UTC,2022-01-24 18:59:39 UTC,research,,https://www.inaturalist.org/observations/100950137,https://static.inaturalist.org/photos/168537307/medium.jpeg,NA,,Healthy on residential street.,1,0,false,2,"Whatcom Falls Neighborhood, Bellingham, WA 98229, USA",48.744134,-122.4305829722,NA,,NA,NA,NA,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,167.52789018629218,line:{BD78E369-DE21-4227-A6DC-17274595482D},Intermittent,27825.146095616295,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,167.52789018629218,line:{BD78E369-DE21-4227-A6DC-17274595482D},Intermittent,167.52789018629218,line:{BD78E369-DE21-4227-A6DC-17274595482D},Intermittent,167.52789018629218,line:{BD78E369-DE21-4227-A6DC-17274595482D},Intermittent,511.75728824762155,line:152291819,Perennial,28759.402511654807,line:{E48C1DAC-9807-47D0-9A1D-5374B314B940},Unknown
1280,101023660,Sat Nov 13 2021 10:45:18 GMT-0800 (PST),2021-11-13,2021-11-13 10:45:18 UTC,UTC,5128562,tom3141,,2021-11-13 18:48:17 UTC,2021-11-14 00:46:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101023660,https://inaturalist-open-data.s3.amazonaws.com/photos/168672497/medium.jpg,NA,,"Healthy tree
Approx 4 ft in diameter
Perhaps a noteworthy reference tree as it is a point-of-interest on the ""Tradition Lake Forest Walk Self Guided Tour"" (station 4).

",1,0,false,3,"Tradition Plateau Nrca, Issaquah, WA, US",47.528086016,-121.9989620057,5,,NA,NA,5,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Other,Inside a forest canopy,"Medium (moderately used trails, etc)","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No selection,No selection,,Yes,,Healthy,Healthy,34.03723638173335,line:148889622,Intermittent,44191.53122474827,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,34.03723638173335,line:148889622,Intermittent,34.03723638173335,line:148889622,Intermittent,34.03723638173335,line:148889622,Intermittent,574.1669860958904,line:148895239,Perennial,16572.802504047868,line:165398717,Unknown
1281,101028852,Sat Nov 13 2021 11:48:50 GMT-0800 (PST),2021-11-13,2021-11-13 11:48:50 UTC,UTC,4192922,pwinterstein,,2021-11-13 19:55:48 UTC,2021-12-10 22:00:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101028852,https://inaturalist-open-data.s3.amazonaws.com/photos/168681372/medium.jpg,NA,,,1,0,false,3,"Tradition Plateau Nrca, Issaquah, WA, US",47.5272677746,-121.999771949,8,,NA,NA,8,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),No,30-59% of the canopy is unhealthy,NA,2-3,10,No,No selection,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,1,Yes,,Unhealthy,Dead Top,13.549546574119583,line:148895869,Intermittent,44210.85250807879,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,13.549546574119583,line:148895869,Intermittent,13.549546574119583,line:148895869,Intermittent,13.549546574119583,line:148895869,Intermittent,681.3529248414329,line:148895239,Perennial,16464.960539710075,line:165398717,Unknown
1287,101036496,2021-11-13 13:31:06,2021-11-13,2021-11-13 21:31:06 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-11-13 21:33:43 UTC,2022-01-24 18:59:38 UTC,research,,https://www.inaturalist.org/observations/101036496,https://static.inaturalist.org/photos/168695519/medium.jpeg,NA,,Healthy cluster.,1,0,false,2,"Silver Beach, Bellingham, WA, USA",48.755006429,-122.4197470397,6,,NA,NA,6,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,167.77225607799488,line:152292315,Perennial,27367.037593529396,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,461.1399007879714,line:165170113,Intermittent,167.77225607799488,line:152292315,Perennial,167.77225607799488,line:152292315,Perennial,167.77225607799488,line:152292315,Perennial,27514.380760376524,line:{E48C1DAC-9807-47D0-9A1D-5374B314B940},Unknown
1288,101038565,2021-11-13 13:56:59,2021-11-13,2021-11-13 21:56:59 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2021-11-13 21:59:22 UTC,2022-01-24 18:59:37 UTC,research,,https://www.inaturalist.org/observations/101038565,https://static.inaturalist.org/photos/168699546/medium.jpeg,NA,,Healthy,1,0,false,2,"Sedro-Woolley, WA 98284, USA",48.6748652361,-122.3075767234,9,,NA,NA,9,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,93.86327900519555,line:165169927,Intermittent,39484.695503165945,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,93.86327900519555,line:165169927,Intermittent,93.86327900519555,line:165169927,Intermittent,93.86327900519555,line:165169927,Intermittent,2731.5090443943973,line:152291749,Perennial,16317.281938767579,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
1289,101048826,2021-11-13 15:10:42,2021-11-13,2021-11-13 23:10:42 UTC,Pacific Time (US & Canada),3756771,amy_boucher,Amy Boucher,2021-11-13 23:14:18 UTC,2022-03-29 04:25:28 UTC,research,,https://www.inaturalist.org/observations/101048826,https://static.inaturalist.org/photos/168709371/medium.jpeg,NA,,Top looks like dead,1,0,false,2,"Alaska St S & Winco Rear Driveway, Tacoma, WA 98408, USA",47.19527204,-122.45786443,7,,NA,NA,7,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,NA,4-6,NA,Not sure,,,,,,,,,,,,,,Unhealthy,Dead Top,1379.7536792003011,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,77233.21134502148,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,1379.7536792003011,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,1379.7536792003011,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,1379.7536792003011,line:78a2ea06-309e-4a36-9f62-94e9eb0be525,Intermittent,2615.313380871902,line:155186127,Perennial,20877.82415014924,line:165399014,Unknown
1290,101173036,2021-11-14 11:24:50,2021-11-14,2021-11-14 11:24:50 UTC,UTC,3959663,dosafyre,,2021-11-15 05:17:26 UTC,2021-12-10 22:00:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101173036,https://inaturalist-open-data.s3.amazonaws.com/photos/168928107/medium.jpeg,NA,,"Thinning of cedars in open meadow area. Nearby evergreens also showing exposure stress. Trees more densely shaded together in the forested area looked healthier, but 70% of planted saplings had already died nearby.",1,0,false,2,"Education Hill, Redmond, WA 98052, USA",47.69118375,-122.1085468889,NA,,NA,NA,NA,,open,false,,,Redmond City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,Not Sure,30-59% of the canopy is unhealthy,NA,4-6,25,No,No selection,Large (too big to wrap arms around trunk),Urban,No Selection,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Summit of hill or mountain,Yes (please identify other species in notes),No selection,25,Yes,"Thinning of cedars in open meadow area. Nearby evergreens also showing exposure stress. Trees more densely shaded together in the forested area looked healthier, but 70% of planted saplings had already died nearby.",Unhealthy,Thinning Canopy,178.90893493376166,line:148888576,Intermittent,60470.86174297854,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,178.90893493376166,line:148888576,Intermittent,178.90893493376166,line:148888576,Intermittent,178.90893493376166,line:148888576,Intermittent,628.4321938749048,line:148896871,Perennial,19301.42619754994,line:165058446,Unknown
1291,101284702,2021-11-16 13:19:14,2021-11-16,2021-11-16 21:19:14 UTC,Pacific Time (US & Canada),3352889,mylodon,,2021-11-16 21:21:31 UTC,2021-11-17 18:05:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101284702,https://inaturalist-open-data.s3.amazonaws.com/photos/169136509/medium.jpeg,NA,,,1,0,false,2,"Bothell, WA 98021, USA",47.7846048,-122.1955495,1000,,NA,NA,1000,,open,false,,,Bothell City Limits,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,NA,0,NA,Not sure,No selection,No selection,Suburban,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top,221.95271883496497,line:148895117,Perennial,72004.58805137347,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,322.6453985844688,line:148887914,Intermittent,221.95271883496497,line:148895117,Perennial,221.95271883496497,line:148895117,Perennial,221.95271883496497,line:148895117,Perennial,16991.1267556344,line:b8ac4971-7ee7-4076-8183-236e2cb8e648,Unknown
1292,101288321,Tue Nov 16 2021 06:20:20 GMT-0800 (PST),2021-11-16,2021-11-16 06:20:20 UTC,UTC,2817613,bewicks,,2021-11-16 22:26:50 UTC,2021-11-19 06:33:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101288321,https://inaturalist-open-data.s3.amazonaws.com/photos/169143275/medium.jpg,NA,,,1,0,false,3,"Timber Creek Dr NW, Issaquah, WA, US",47.535364215,-122.0684895448,121,,NA,NA,121,,open,false,,,Issaquah City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,NA,7-10,50,Not sure,Other (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Forest edge,"Medium (moderately used trails, etc)",Other,No selection,Lower slope,Yes (please identify other species in notes),Symptoms first observed 2018,15,Yes,Site used to be wetter before development. On edge of open space in neighborhood. Other species unhealthy are big leaf maples.,Unhealthy,Dead Top,249.34491177058524,line:148889340,Intermittent,49316.58598673601,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,249.34491177058524,line:148889340,Intermittent,249.34491177058524,line:148889340,Intermittent,249.34491177058524,line:148889340,Intermittent,592.4745572573866,line:148895790,Perennial,16024.198803247025,line:165398717,Unknown
1293,101427013,Thu Nov 18 2021 13:39:40 GMT-0800 (PST),2021-11-18,2021-11-18 13:39:40 UTC,UTC,4192922,pwinterstein,,2021-11-18 22:06:21 UTC,2021-11-19 06:33:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101427013,https://inaturalist-open-data.s3.amazonaws.com/photos/169386593/medium.jpg,NA,,,1,0,false,3,"Coal Creek Park, Bellevue, WA, US",47.5377366667,-122.1332166667,5,,NA,NA,5,,open,false,,,Bellevue City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,60-99% of the canopy is unhealthy,NA,0,0,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,Other,Seasonally flooded area,Tree has access to water year round (watered in summer or near permanent water source),Middle of a slope,No,No selection,3,Yes,"This is within the Coal Creek drainage in Cougar Mt. Years ago the area was highly disturbed due to mining. Have been looking hard for dieback on this hike, but until this tree saw only fully health trees. This specimen is tightly crowded a cluster of Big Leaf maples. Seems that it is too close to the cluster",Unhealthy,Dead Top,23.471999781416557,line:148895830,Perennial,53943.31388952458,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,189.49854522446495,line:148889102,Intermittent,23.471999781416557,line:148895830,Perennial,23.471999781416557,line:148895830,Perennial,23.471999781416557,line:148895830,Perennial,16561.928585623882,line:165398717,Unknown
1294,101433614,2021-11-17 14:06:00,2021-11-17,2021-11-17 14:06:00 UTC,UTC,3100010,catehuisman,,2021-11-19 00:13:29 UTC,2022-01-04 15:23:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101433614,https://inaturalist-open-data.s3.amazonaws.com/photos/169400424/medium.jpeg,NA,,Sap is leaking from the bark along the left side of the trunk in this photo.,1,0,false,2,"Sandpoint, ID 83864, USA",48.2750014509,-116.6170755029,182,,NA,NA,182,,open,false,,,,Bonner,Idaho,United States,Idaho,Bonner,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Not Sure,30-59% of the canopy is unhealthy,NA,0,NA,Not sure,Mechanical damage or fire scars,Medium (can wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,No selection,Middle of a slope,No selection,This is the first time I have seen this tree,60,Yes,"A few small drops of clear pitch between
 strips of bark on trunk. Damage at base of
trunk where something may have hit it many
years ago.",Unhealthy,Other,488.2101588041755,line:52128903,Intermittent,78703.30656109127,line:57377941,Ephemeral,488.2101588041755,line:52128903,Intermittent,488.2101588041755,line:52128903,Intermittent,488.2101588041755,line:52128903,Intermittent,1415.0306208483985,line:52128757,Perennial,3056.365859248851,line:52128545,Unknown
1295,101433964,2021-11-17 13:58:51,2021-11-17,2021-11-17 13:58:51 UTC,UTC,3100010,catehuisman,,2021-11-19 00:19:37 UTC,2022-01-04 15:23:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101433964,https://inaturalist-open-data.s3.amazonaws.com/photos/172435419/medium.jpg,NA,,,0,0,false,2,Sandpoint,48.2766602843,-116.5534649044,4365,,NA,NA,4365,,open,false,,,,Bonner,Idaho,United States,Idaho,Bonner,cypress family,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',No selection,60-99% of the canopy is unhealthy,NA,1,NA,Not sure,Mechanical damage or fire scars,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",No Selection,Not sure,Lower slope,No,This is the first time I have seen this tree,60,Yes,"surrounded by densely packed, 30-foot,
 healthy Grand firs and 3-foot healthy
cedar seedlings.",Unhealthy,Other,1901.9657534311286,line:52128795,Perennial,81697.73238976432,line:57377941,Ephemeral,2400.312456380246,line:52128929,Intermittent,1901.9657534311286,line:52128795,Perennial,1901.9657534311286,line:52128795,Perennial,1901.9657534311286,line:52128795,Perennial,7050.632758003739,line:52128545,Unknown
1296,101493174,Fri Nov 19 2021 14:36:01 GMT-0800 (PST),2021-11-19,2021-11-19 14:36:01 UTC,UTC,4192922,pwinterstein,,2021-11-19 22:43:24 UTC,2021-12-10 22:00:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101493174,https://inaturalist-open-data.s3.amazonaws.com/photos/169508782/medium.jpg,NA,,,1,0,false,3,"Taylor Mountain Forest, Issaquah, WA, US",47.4356562025,-121.9666758142,4,,NA,NA,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,1-29% of the canopy is unhealthy,NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,Majority of Western Red cedar here between Hwy 18 and Holder Creek have notably thinner canopies compared to other areas that I’ve observed.,Unhealthy,Dead Top,59.0776975717855,line:148895339,Perennial,38772.5243143014,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,141.84312466186998,line:148890641,Intermittent,59.0776975717855,line:148895339,Perennial,59.0776975717855,line:148895339,Perennial,59.0776975717855,line:148895339,Perennial,10304.25894090222,line:165398717,Unknown
1297,101493794,Fri Nov 19 2021 14:47:57 GMT-0800 (PST),2021-11-19,2021-11-19 14:47:57 UTC,UTC,4192922,pwinterstein,,2021-11-19 22:52:31 UTC,2021-12-10 22:00:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101493794,https://inaturalist-open-data.s3.amazonaws.com/photos/169509817/medium.jpg,NA,,,1,0,false,3,"Taylor Mountain Forest, Issaquah, WA, US",47.4362330813,-121.9646090564,4,,NA,NA,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No selection,tree is dead,NA,1,NA,No,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"None - natural forest, far from development","Wetland, lots of water",Tree has access to water year round (watered in summer or near permanent water source),Floodplain or valley bottom,No selection,No selection,,Yes,,Unhealthy,Tree is Dead,57.84008370947447,line:148890622,Intermittent,38632.4656137369,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,57.84008370947447,line:148890622,Intermittent,57.84008370947447,line:148890622,Intermittent,57.84008370947447,line:148890622,Intermittent,73.50135063045606,line:148895346,Perennial,10471.282257534489,line:165398717,Unknown
1298,101497650,Fri Nov 19 2021 16:00:06 GMT-0800 (PST),2021-11-19,2021-11-20 00:00:06 UTC,Pacific Time (US & Canada),233188,borsope,Pam Borso,2021-11-20 00:04:24 UTC,2022-12-31 03:08:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101497650,https://inaturalist-open-data.s3.amazonaws.com/photos/171193180/medium.jpg,NA,,Healthy ,1,0,false,3,"Northshore Rd, Bellingham, WA, US",48.7304066776,-122.3086219914,142,,NA,NA,142,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Rural,No Selection,"None - natural forest, far from development",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Area is flat (e.g. field),No,No selection,4,Yes,,Healthy,Healthy,123.31997140237502,line:152291634,Perennial,34964.788240083464,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,410.1015332882202,line:152291027,Intermittent,123.31997140237502,line:152291634,Perennial,123.31997140237502,line:152291634,Perennial,123.31997140237502,line:152291634,Perennial,21908.533464082662,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
1299,101548920,2021-11-20 09:42:56,2021-11-20,2021-11-20 17:42:56 UTC,Pacific Time (US & Canada),3352889,mylodon,,2021-11-20 17:44:33 UTC,2022-02-02 20:34:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101548920,https://inaturalist-open-data.s3.amazonaws.com/photos/169604150/medium.jpeg,NA,,,3,0,false,2,"Snohomish, WA 98296, USA",47.86104124,-122.08720457,9,,NA,NA,9,,open,false,,,,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,60-99% of the canopy is unhealthy,NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top,104.06223546162269,polygon:129045885,Perennial,70925.35587981722,line:{487A1900-8039-48E5-86F0-72AEA4B91940},Ephemeral,404.72217242763196,line:165793751,Intermittent,104.06223546162269,polygon:129045885,Perennial,104.06223546162269,polygon:129045885,Perennial,104.06223546162269,polygon:129045885,Perennial,5607.973278868732,line:b8ac4971-7ee7-4076-8183-236e2cb8e648,Unknown
